0,19
1,31
2,8
3,8
4,4
5,4
6,4
7,4
8,26
9,5
10,5
11,4
12,4
13,4
14,4
15,4
16,6
17,6
18,3
19,4
20,6
21,4
22,4
23,4
24,4
25,4
26,9
27,8
28,4
29,3
30,4
31,4
32,3
33,4
34,4
35,3
36,5
37,3
38,3
39,3
40,3
41,2
42,3
43,3
44,2
45,2
46,2
47,2
48,3
49,2
50,2
51,3
52,3
53,2
54,3
55,2
56,2
57,3
58,2
59,2
60,3
61,3
62,2
63,3
64,33
65,34
66,33
67,33
68,33
69,30
70,12
71,5
72,2
73,3
74,2
75,2
76,3
77,2
78,2
79,2
80,2
81,2
82,5
83,3
84,2
85,2
86,2
87,2
88,3
89,2
90,2
91,2
92,4
93,2
94,3
95,2
96,2
97,3
98,2
99,4
Average,5
