0,612
1,687
2,756
3,683
4,548
5,623
6,530
7,709
8,718
9,614
10,590
11,699
12,542
13,527
14,533
15,527
16,536
17,531
18,533
19,527
20,532
21,534
22,530
23,530
24,529
25,534
26,538
27,531
28,535
29,529
30,534
31,536
32,531
33,529
34,534
35,534
36,526
37,529
38,530
39,529
40,539
41,523
42,562
43,536
44,531
45,529
46,524
47,539
48,531
49,524
50,539
51,537
52,535
53,531
54,534
55,543
56,546
57,540
58,526
59,525
60,548
61,529
62,528
63,531
64,531
65,527
66,526
67,522
68,539
69,533
70,535
71,553
72,552
73,560
74,616
75,589
76,533
77,533
78,560
79,603
80,554
81,533
82,529
83,540
84,534
85,524
86,529
87,534
88,533
89,537
90,542
91,531
92,565
93,545
94,545
95,538
96,531
97,626
98,540
99,533
Average,546
