0,275
1,196
2,150
3,135
4,145
5,239
6,166
7,133
8,141
9,166
10,224
11,178
12,145
13,141
14,230
15,200
16,231
17,135
18,168
19,159
20,144
21,193
22,212
23,246
24,165
25,218
26,200
27,135
28,140
29,162
30,231
31,155
32,140
33,133
34,162
35,222
36,135
37,132
38,138
39,132
40,139
41,138
42,131
43,143
44,133
45,139
46,133
47,139
48,140
49,137
50,134
51,136
52,134
53,141
54,134
55,142
56,133
57,136
58,135
59,136
60,134
61,141
62,134
63,138
64,132
65,134
66,141
67,132
68,139
69,133
70,136
71,134
72,134
73,133
74,139
75,133
76,140
77,133
78,137
79,132
80,134
81,133
82,138
83,132
84,138
85,132
86,142
87,135
88,140
89,133
90,136
91,132
92,137
93,131
94,135
95,132
96,151
97,133
98,138
99,141
Average,149
