0,3568
1,3518
2,3534
3,3574
4,3541
5,3526
6,3514
7,3519
8,3562
9,3517
10,3493
11,3502
12,3524
13,3499
14,3500
15,3495
16,3493
17,3511
18,3518
19,3496
20,3504
21,3496
22,3511
23,3498
24,3512
25,3535
26,3492
27,3493
28,3546
29,3522
30,3578
31,3506
32,3496
33,3494
34,3493
35,3493
36,3493
37,3496
38,3492
39,3494
40,3492
41,3495
42,3491
43,3493
44,3489
45,3498
46,3492
47,3492
48,3492
49,3494
50,3494
51,3495
52,3514
53,3505
54,3498
55,3498
56,3496
57,3494
58,3498
59,3487
60,3499
61,3492
62,3496
63,3493
64,3494
65,3494
66,3500
67,3494
68,3492
69,3498
70,3505
71,3498
72,3494
73,3498
74,3492
75,3489
76,3497
77,3494
78,3496
79,3488
80,3489
81,3489
82,3494
83,3498
84,3500
85,3493
86,3497
87,3508
88,3497
89,3496
90,3494
91,3498
92,3490
93,3498
94,3505
95,3500
96,3492
97,3494
98,3496
99,3489
Average,3467
