0,47
1,46
2,47
3,46
4,46
5,73
6,43
7,42
8,42
9,41
10,42
11,42
12,42
13,41
14,42
15,41
16,42
17,41
18,42
19,41
20,42
21,41
22,42
23,41
24,42
25,41
26,42
27,41
28,42
29,41
30,42
31,42
32,41
33,42
34,41
35,42
36,41
37,42
38,41
39,42
40,41
41,42
42,41
43,42
44,41
45,42
46,41
47,42
48,41
49,42
50,41
51,42
52,41
53,42
54,41
55,42
56,41
57,42
58,41
59,42
60,41
61,42
62,41
63,42
64,41
65,42
66,41
67,42
68,42
69,41
70,42
71,41
72,42
73,41
74,42
75,41
76,42
77,41
78,42
79,41
80,42
81,41
82,42
83,41
84,41
85,42
86,41
87,42
88,41
89,42
90,41
91,42
92,41
93,42
94,41
95,42
96,41
97,42
98,41
99,42
Average,42
