0,2
1,2
2,2
3,3
4,3
5,2
6,3
7,3
8,2
9,3
10,3
11,3
12,3
13,3
14,2
15,3
16,3
17,2
18,3
19,3
20,2
21,3
22,2
23,2
24,3
25,3
26,2
27,3
28,3
29,2
30,3
31,3
32,2
33,3
34,3
35,2
36,3
37,2
38,2
39,3
40,3
41,2
42,3
43,2
44,2
45,3
46,3
47,2
48,2
49,3
50,2
51,3
52,2
53,3
54,2
55,2
56,2
57,3
58,3
59,2
60,3
61,2
62,2
63,3
64,3
65,2
66,3
67,2
68,2
69,3
70,2
71,2
72,3
73,3
74,2
75,3
76,3
77,2
78,3
79,2
80,2
81,3
82,2
83,2
84,3
85,2
86,2
87,3
88,3
89,2
90,3
91,3
92,2
93,3
94,3
95,2
96,3
97,2
98,2
99,3
Average,2
