0,689
1,622
2,628
3,622
4,619
5,625
6,620
7,620
8,619
9,620
10,619
11,621
12,619
13,621
14,620
15,620
16,620
17,621
18,619
19,621
20,619
21,621
22,620
23,620
24,619
25,620
26,620
27,621
28,620
29,620
30,619
31,620
32,619
33,621
34,620
35,620
36,619
37,621
38,619
39,619
40,619
41,620
42,618
43,621
44,619
45,621
46,619
47,621
48,620
49,620
50,619
51,621
52,619
53,621
54,620
55,621
56,619
57,622
58,619
59,621
60,619
61,621
62,619
63,621
64,620
65,621
66,620
67,621
68,620
69,621
70,618
71,621
72,619
73,620
74,620
75,621
76,620
77,622
78,619
79,623
80,620
81,622
82,620
83,621
84,620
85,621
86,619
87,620
88,618
89,620
90,619
91,621
92,619
93,622
94,620
95,621
96,620
97,622
98,619
99,620
Average,620
