0,1.33811
1,1.35655
2,1.31172
3,1.37986
4,17.1884
5,1.29866
6,1.58093
7,1.89446
8,1.36654
9,17.2358
10,1.59041
11,1.59041
12,1.4065
13,50.1639
14,1.47924
15,1.28534
16,1.74205
17,1.73846
18,1.45158
19,1.84041
20,2.00255
21,1.85475
22,2.00511
23,2.44952
24,1.90701
25,1.50306
26,1.46285
27,18.1262
28,1.30916
29,1.51997
30,1.59989
31,1.34656
32,1.62653
33,1.34016
34,1.61936
35,1.5233
36,1.58939
37,1.3481
38,1.46003
39,1.33452
40,1.57248
41,1.47258
42,1.42571
43,1.49077
44,1.58657
45,1.35578
46,1.5817
47,1.62422
48,1.68467
49,1.44261
50,1.40983
51,1.53047
52,1.469
53,2.20849
54,1.51869
55,1.75076
56,1.89599
57,2.04148
58,1.86807
59,1.74717
60,1.66111
61,1.73078
62,1.55942
63,1.56454
64,1.56889
65,1.58068
66,1.46259
67,2.11756
68,2.18467
69,1.61167
70,1.90188
71,1.66521
72,1.58606
73,1.44851
74,1.66828
75,1.48898
76,1.6109
77,1.46695
78,1.79661
79,1.46157
80,1.7295
81,1.48001
82,1.77919
83,1.55199
84,1.73693
85,1.49359
86,1.82069
87,2.5069
88,1.98744
89,1.80275
90,1.76689
91,1.68416
92,1.75306
93,1.70824
94,1.86577
95,1.84732
96,1.91008
97,1.58683
98,1.60271
99,1.51459
Average,2.6011
