0,422
1,449
2,426
3,403
4,403
5,404
6,410
7,403
8,404
9,402
10,402
11,400
12,402
13,402
14,403
15,403
16,402
17,405
18,404
19,402
20,404
21,424
22,407
23,405
24,404
25,403
26,404
27,418
28,410
29,408
30,410
31,413
32,425
33,405
34,416
35,406
36,404
37,401
38,403
39,405
40,401
41,403
42,401
43,402
44,402
45,401
46,405
47,400
48,401
49,404
50,409
51,408
52,407
53,405
54,405
55,407
56,402
57,410
58,406
59,406
60,410
61,403
62,404
63,403
64,408
65,405
66,405
67,403
68,404
69,402
70,400
71,406
72,404
73,409
74,407
75,410
76,401
77,407
78,406
79,405
80,406
81,404
82,405
83,401
84,402
85,403
86,403
87,403
88,403
89,404
90,404
91,402
92,401
93,402
94,402
95,404
96,402
97,402
98,405
99,414
Average,405
