0,7
1,8
2,8
3,7
4,6
5,6
6,7
7,7
8,7
9,7
10,7
11,6
12,7
13,6
14,6
15,7
16,6
17,7
18,7
19,6
20,7
21,7
22,6
23,7
24,6
25,6
26,7
27,6
28,6
29,7
30,6
31,6
32,7
33,6
34,6
35,7
36,6
37,6
38,7
39,10
40,12
41,7
42,11
43,9
44,7
45,7
46,9
47,8
48,8
49,7
50,8
51,8
52,7
53,9
54,7
55,7
56,8
57,8
58,7
59,7
60,7
61,8
62,7
63,7
64,6
65,7
66,7
67,6
68,7
69,6
70,6
71,7
72,6
73,6
74,6
75,6
76,8
77,8
78,6
79,6
80,9
81,6
82,6
83,7
84,6
85,6
86,7
87,6
88,6
89,6
90,6
91,6
92,7
93,6
94,6
95,7
96,6
97,6
98,7
99,6
Average,6
