0,55855
1,55816
2,55827
3,55843
4,55822
5,55855
6,55788
7,55798
8,55824
9,55780
10,55791
11,55792
12,55796
13,55809
14,55810
15,55836
16,55816
17,55784
18,55787
19,55744
20,55764
21,55771
22,55779
23,55789
24,55798
25,55757
26,55761
27,55827
28,56118
29,56167
30,56630
31,55871
32,55766
33,55769
34,55807
35,55815
36,55775
37,55827
38,55766
39,55727
40,55744
41,55721
42,55740
43,55708
44,55739
45,55781
46,55790
47,55761
48,55773
49,55751
50,55775
51,55756
52,55700
53,55746
54,55716
55,55733
56,55748
57,55737
58,55769
59,55651
60,55634
61,55655
62,55645
63,55651
64,55675
65,55647
66,55660
67,55707
68,55670
69,55686
70,55652
71,55676
72,55685
73,55646
74,55648
75,55674
76,55710
77,55705
78,55726
79,55737
80,55715
81,55727
82,55707
83,55672
84,55699
85,55655
86,55660
87,55696
88,55718
89,55725
90,55750
91,55724
92,55727
93,55754
94,55957
95,56115
96,55865
97,55854
98,55835
99,55701
Average,55213
