0,54.4327
1,46.9315
2,47.0062
3,104.007
4,74.3645
5,82.3391
6,41.4858
7,41.6927
8,41.8746
9,41.213
10,41.9192
11,41.3177
12,41.8984
13,41.3677
14,41.622
15,41.5613
16,41.9179
17,41.5288
18,41.8828
19,41.4286
20,41.8434
21,41.7171
22,41.6687
23,41.724
24,41.7038
25,41.5437
26,41.7486
27,41.6351
28,41.7996
29,41.8687
30,42.1261
31,41.6958
32,42.3472
33,41.7079
34,42.1118
35,41.924
36,41.869
37,41.8321
38,41.9192
39,41.9584
40,42.0017
41,41.7552
42,41.5408
43,41.6115
44,42.1423
45,41.6822
46,42.1005
47,41.9594
48,41.8833
49,42.0818
50,42.2119
51,41.6423
52,41.6259
53,41.671
54,42.121
55,42.0642
56,41.7435
57,41.9284
58,41.8021
59,41.7409
60,41.6894
61,41.4007
62,41.6328
63,41.5946
64,41.6525
65,41.6162
66,41.841
67,41.7071
68,41.8049
69,41.5987
70,41.7125
71,41.5206
72,41.9363
73,41.65
74,41.6044
75,41.6971
76,41.7488
77,41.5503
78,41.6694
79,41.6443
80,41.8062
81,41.6459
82,41.8288
83,41.7998
84,41.8277
85,41.6556
86,41.985
87,41.6005
88,41.9046
89,41.6197
90,41.7819
91,41.6085
92,41.6612
93,41.5762
94,41.8024
95,41.7217
96,41.7022
97,41.6771
98,41.879
99,41.454
Average,43.3365
